room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island
2,65,2,0,0.0,2,19,False,False,False,True,False
1,59,4,1,1.0,2,15,False,True,False,False,False
2,169,1,0,0.0,1,22,False,False,True,False,False
2,145,7,0,0.0,1,5,False,False,True,False,False
2,249,3,4,4.0,1,86,False,False,True,False,False
2,80,3,1,1.0,1,0,False,False,False,True,False
1,99,10,1,1.0,1,34,False,False,True,False,False
2,245,2,1,1.0,3,326,False,True,False,False,False
1,49,2,0,0.0,1,144,False,False,False,False,True
2,67,2,1,1.0,1,0,False,True,False,False,False
1,66,1,5,4.69,1,130,False,False,True,False,False
2,250,2,5,5.0,3,309,False,True,False,False,False
1,50,2,3,3.0,1,8,True,False,False,False,False
1,109,1,5,4.29,2,148,False,False,True,False,False
1,109,1,10,10.0,2,143,False,False,True,False,False
1,80,2,1,1.0,1,87,False,False,False,True,False
1,50,2,4,3.33,1,0,False,False,True,False,False
2,289,1,5,5.0,1,77,False,True,False,False,False
1,65,3,0,0.0,1,68,False,True,False,False,False
2,210,1,1,1.0,1,331,False,False,True,False,False
0,75,1,1,1.0,3,349,False,False,False,True,False
2,125,5,1,1.0,2,321,False,True,False,False,False
2,160,3,0,0.0,1,77,False,False,False,True,False
1,70,2,2,1.87,1,266,False,False,False,True,False
1,78,3,0,0.0,1,322,False,False,True,False,False
1,48,6,0,0.0,1,313,False,False,False,True,False
2,120,4,1,1.0,1,10,False,True,False,False,False
1,80,2,0,0.0,2,4,False,False,False,True,False
2,78,7,0,0.0,1,17,False,True,False,False,False
1,75,1,2,2.0,1,5,False,False,False,True,False
1,79,4,2,1.87,5,16,False,False,True,False,False
1,200,7,0,0.0,1,15,False,False,True,False,False
1,55,3,0,0.0,1,43,False,False,False,True,False
1,50,1,2,2.0,6,365,False,False,False,True,False
2,250,3,10,8.33,1,335,False,False,True,False,False
1,80,1,2,2.0,1,356,False,False,True,False,False
2,235,2,10,8.33,1,321,False,False,False,True,False
2,250,4,0,0.0,2,0,False,False,True,False,False
1,190,2,0,0.0,2,64,False,True,False,False,False
1,52,1,0,0.0,1,70,False,True,False,False,False
1,42,2,3,2.65,1,0,False,False,False,True,False
2,250,3,1,1.0,1,353,False,False,False,True,False
2,115,4,0,0.0,1,36,False,True,False,False,False
2,149,2,7,5.83,1,341,False,False,False,True,False
1,80,7,0,0.0,1,0,False,True,False,False,False
0,60,1,4,4.0,7,365,False,False,False,True,False
1,85,1,0,0.0,2,7,False,False,True,False,False
1,39,1,0,0.0,1,16,False,True,False,False,False
1,95,4,2,2.0,1,28,False,True,False,False,False
2,78,2,7,6.56,1,129,False,False,False,True,False
2,124,2,1,1.0,2,161,False,False,False,True,False
1,150,1,0,0.0,1,365,False,True,False,False,False
0,150,1,1,1.0,1,179,False,False,True,False,False
2,90,7,0,0.0,2,9,False,False,True,False,False
1,60,2,2,2.0,1,0,False,False,False,True,False
1,86,1,1,0.88,5,0,False,False,True,False,False
1,69,2,1,0.91,2,89,False,True,False,False,False
2,145,2,1,1.0,1,35,False,False,True,False,False
2,249,4,0,0.0,1,45,False,False,True,False,False
1,55,4,0,0.0,1,69,False,False,False,True,False
2,125,3,2,2.0,1,219,False,False,True,False,False
2,199,2,3,3.0,1,36,False,False,True,False,False
2,229,1,1,1.0,3,266,False,False,True,False,False
2,199,1,0,0.0,1,364,False,False,False,True,False
2,50,1,0,0.0,1,16,False,False,True,False,False
2,225,2,0,0.0,1,9,False,False,True,False,False
2,180,2,2,1.87,1,23,False,True,False,False,False
1,62,5,2,2.0,1,43,False,False,False,True,False
2,48,2,0,0.0,1,25,False,False,False,False,True
2,250,5,0,0.0,1,22,False,False,False,True,False
1,120,3,1,1.0,6,364,False,False,True,False,False
2,125,3,0,0.0,1,36,False,False,False,True,False
2,249,7,2,2.0,2,179,False,True,False,False,False
2,300,1,7,7.0,1,346,False,False,True,False,False
2,198,4,3,3.0,1,11,False,True,False,False,False
2,250,3,3,3.0,1,42,False,False,True,False,False
1,66,1,2,2.0,1,60,False,False,True,False,False
1,95,1,2,2.0,6,365,False,False,False,True,False
2,300,3,3,3.0,1,320,False,False,False,True,False
2,330,3,2,2.0,1,281,False,False,True,False,False
2,131,3,2,2.0,1,137,False,True,False,False,False
1,99,5,0,0.0,2,37,False,True,False,False,False
1,56,2,0,0.0,1,53,True,False,False,False,False
2,305,3,2,2.0,1,242,False,False,True,False,False
2,195,3,0,0.0,1,252,False,False,True,False,False
2,250,2,1,1.0,1,10,False,False,True,False,False
2,200,2,1,1.0,2,5,False,True,False,False,False
2,150,3,0,0.0,7,19,False,False,False,True,False
0,30,5,2,2.0,8,333,False,True,False,False,False
2,250,2,1,1.0,1,70,False,False,True,False,False
2,165,8,1,1.0,1,62,False,False,True,False,False
2,260,7,1,1.0,1,43,False,False,True,False,False
2,145,4,2,2.0,1,92,False,False,True,False,False
1,140,4,2,2.0,2,42,False,False,True,False,False
2,150,2,1,1.0,1,25,False,True,False,False,False
2,199,2,0,0.0,1,11,False,True,False,False,False
1,70,1,5,4.29,6,365,False,False,False,True,False
1,41,2,1,1.0,6,365,False,False,False,True,False
1,69,2,2,2.0,1,86,True,False,False,False,False
2,119,7,2,2.0,1,15,False,True,False,False,False
1,75,5,0,0.0,2,15,False,True,False,False,False
2,185,3,1,1.0,1,1,False,False,True,False,False
2,125,3,1,1.0,1,0,False,True,False,False,False
2,220,3,1,1.0,1,334,False,False,True,False,False
2,100,2,1,1.0,1,11,False,True,False,False,False
2,225,1,8,7.27,1,141,False,True,False,False,False
1,86,2,1,1.0,1,90,False,False,True,False,False
2,270,4,1,1.0,1,50,False,False,True,False,False
1,69,2,3,3.0,1,2,False,True,False,False,False
1,90,1,1,1.0,6,365,False,False,False,True,False
1,63,1,4,4.0,1,20,False,True,False,False,False
2,121,3,7,6.0,1,6,False,True,False,False,False
1,60,1,1,1.0,2,147,False,True,False,False,False
1,60,1,4,4.0,2,166,False,True,False,False,False
1,80,1,2,2.0,3,344,False,True,False,False,False
1,80,1,5,4.69,3,361,False,True,False,False,False
1,60,1,4,4.0,2,173,False,True,False,False,False
2,180,1,1,1.0,3,210,False,False,True,False,False
1,90,1,1,1.0,1,138,False,False,True,False,False
2,299,1,0,0.0,9,339,False,False,True,False,False
1,180,1,0,0.0,1,177,False,False,True,False,False
2,125,2,6,6.0,2,241,False,True,False,False,False
2,225,2,5,4.29,1,337,False,False,False,True,False
1,60,1,3,3.0,2,176,False,True,False,False,False
2,125,2,2,2.0,1,22,False,False,False,True,False
2,279,2,3,3.0,2,221,False,False,True,False,False
2,250,1,1,1.0,1,27,False,False,True,False,False
1,180,1,0,0.0,3,76,False,False,False,True,False
1,85,3,0,0.0,3,244,False,False,True,False,False
2,150,1,1,1.0,1,5,False,False,False,True,False
1,175,1,3,3.0,1,87,False,True,False,False,False
2,110,3,3,3.0,1,3,False,False,True,False,False
2,120,2,3,3.0,2,103,False,True,False,False,False
2,235,3,1,1.0,1,196,False,False,True,False,False
2,200,2,1,1.0,1,21,False,True,False,False,False
2,175,3,1,1.0,3,358,False,True,False,False,False
2,139,2,3,3.0,1,184,False,True,False,False,False
2,150,2,6,6.0,1,137,False,True,False,False,False
2,200,3,0,0.0,2,41,False,True,False,False,False
1,75,1,0,0.0,3,364,False,False,False,True,False
2,250,1,0,0.0,3,22,False,False,False,True,False
1,50,1,1,1.0,1,116,False,False,True,False,False
2,230,3,1,1.0,1,16,False,True,False,False,False
2,71,2,0,0.0,1,41,False,False,False,True,False
2,140,7,2,2.0,1,29,False,True,False,False,False
1,42,7,1,0.83,1,21,False,True,False,False,False
2,300,5,0,0.0,1,9,False,False,True,False,False
2,290,1,0,0.0,1,0,False,False,True,False,False
1,70,3,0,0.0,2,363,False,True,False,False,False
2,321,3,4,4.0,1,65,False,False,True,False,False
1,75,5,1,1.0,3,246,False,False,True,False,False
1,95,5,0,0.0,3,265,False,False,True,False,False
1,100,5,1,1.0,3,260,False,False,True,False,False
2,200,1,4,4.0,1,139,False,False,True,False,False
2,189,1,4,4.0,1,180,False,False,True,False,False
2,275,2,2,2.0,1,279,False,False,False,True,False
2,75,2,2,2.0,1,160,True,False,False,False,False
2,189,1,3,3.0,1,122,False,False,True,False,False
2,269,1,2,2.0,1,238,False,False,True,False,False
1,299,3,0,0.0,1,3,False,False,True,False,False
1,150,4,0,0.0,1,46,False,False,True,False,False
2,190,4,1,1.0,1,303,False,True,False,False,False
2,250,2,3,2.73,1,10,False,True,False,False,False
2,250,2,0,0.0,1,282,False,False,False,True,False
1,75,1,2,1.82,2,260,False,True,False,False,False
2,250,1,1,1.0,2,64,False,True,False,False,False
2,120,2,0,0.0,1,27,False,True,False,False,False
2,82,5,1,1.0,3,29,False,True,False,False,False
1,45,2,4,4.0,2,76,False,False,False,True,False
2,250,2,2,2.0,1,338,False,False,False,True,False
2,220,2,1,1.0,1,214,False,False,True,False,False
2,110,2,2,2.0,1,87,False,True,False,False,False
2,275,1,5,5.0,1,124,False,False,True,False,False
2,160,1,3,3.0,1,75,False,False,True,False,False
2,225,2,1,1.0,1,270,False,False,False,True,False
2,295,3,2,2.0,1,195,False,False,True,False,False
2,190,2,0,0.0,1,119,False,True,False,False,False
2,125,2,5,5.0,1,24,False,False,False,True,False
2,100,3,0,0.0,4,278,False,True,False,False,False
2,225,4,0,0.0,1,9,False,True,False,False,False
1,120,1,0,0.0,1,89,False,False,True,False,False
2,90,3,0,0.0,4,256,False,True,False,False,False
1,65,4,1,1.0,1,5,False,True,False,False,False
2,295,4,0,0.0,1,10,False,False,True,False,False
1,70,1,1,1.0,1,89,False,False,False,True,False
2,299,1,4,4.0,1,348,False,False,True,False,False
1,40,2,1,1.0,1,90,False,False,False,True,False
2,190,1,4,4.0,1,36,False,False,True,False,False
2,168,3,0,0.0,10,337,True,False,False,False,False
2,289,3,0,0.0,1,253,False,False,False,True,False
2,225,2,1,1.0,1,279,False,False,False,True,False
2,171,2,5,5.0,1,8,False,False,True,False,False
1,66,1,4,4.0,1,36,False,True,False,False,False
1,77,1,2,2.0,1,161,False,False,True,False,False
2,125,3,2,2.0,1,18,False,False,True,False,False
2,50,1,1,1.0,1,178,False,False,False,True,False
1,85,1,2,2.0,1,42,False,False,False,True,False
2,140,2,1,1.0,1,87,False,True,False,False,False
1,125,3,1,1.0,2,365,False,True,False,False,False
1,90,1,0,0.0,2,179,False,False,True,False,False
1,90,1,0,0.0,2,179,False,False,True,False,False
2,220,2,3,3.0,1,176,False,False,True,False,False
2,250,3,0,0.0,2,8,False,True,False,False,False
1,94,3,1,1.0,2,20,False,False,True,False,False
1,195,4,0,0.0,5,274,False,True,False,False,False
1,30,1,1,0.88,1,34,False,True,False,False,False
1,100,6,4,4.0,1,191,False,False,True,False,False
1,149,1,0,0.0,1,363,True,False,False,False,False
2,226,2,3,3.0,1,163,False,False,True,False,False
2,150,1,3,3.0,3,312,False,True,False,False,False
2,214,2,1,1.0,1,185,False,False,True,False,False
1,45,2,1,1.0,1,154,False,True,False,False,False
2,250,2,4,4.0,1,183,False,False,True,False,False
2,250,2,3,3.0,1,190,False,False,True,False,False
2,250,2,5,5.0,1,188,False,False,True,False,False
0,30,1,3,3.0,4,350,False,False,False,True,False
2,250,2,4,4.0,1,160,False,False,True,False,False
2,78,2,1,1.0,1,208,False,False,True,False,False
0,99,2,0,0.0,1,365,False,False,False,True,False
2,300,3,0,0.0,1,359,False,True,False,False,False
2,200,4,0,0.0,1,45,False,True,False,False,False
2,85,1,1,1.0,1,27,False,False,False,True,False
2,129,3,0,0.0,1,51,False,True,False,False,False
1,119,3,1,1.0,2,30,False,False,True,False,False
2,189,3,2,2.0,1,339,False,False,True,False,False
2,89,1,8,7.5,1,88,False,True,False,False,False
1,100,1,2,2.0,1,63,False,False,False,True,False
1,65,1,0,0.0,4,74,False,False,False,True,False
2,100,3,0,0.0,1,247,False,True,False,False,False
2,220,5,0,0.0,1,77,False,False,True,False,False
2,190,2,4,4.0,1,29,False,False,True,False,False
2,200,4,0,0.0,1,121,False,False,True,False,False
2,125,2,2,2.0,1,7,False,True,False,False,False
2,100,1,0,0.0,1,0,False,False,True,False,False
2,230,1,1,0.91,1,6,False,False,True,False,False
2,160,1,0,0.0,1,14,False,False,True,False,False
2,185,3,1,1.0,1,267,False,False,True,False,False
1,80,2,1,1.0,1,10,False,True,False,False,False
1,70,1,2,2.0,1,161,False,True,False,False,False
2,120,3,2,2.0,1,203,False,False,True,False,False
1,35,2,6,6.0,2,38,False,False,False,True,False
1,108,1,4,4.0,1,113,False,False,True,False,False
2,288,2,0,0.0,1,346,True,False,False,False,False
2,150,7,0,0.0,1,8,False,False,True,False,False
2,199,2,0,0.0,1,49,False,False,True,False,False
2,135,1,7,7.0,1,94,False,False,True,False,False
1,75,1,0,0.0,2,180,False,False,False,True,False
2,223,3,3,3.0,1,25,False,False,True,False,False
2,120,5,1,1.0,1,23,False,False,True,False,False
2,199,1,3,3.0,1,324,False,False,True,False,False
2,300,2,1,1.0,1,365,False,False,True,False,False
1,80,1,1,1.0,2,23,False,True,False,False,False
1,60,3,0,0.0,1,9,False,True,False,False,False
2,185,2,3,3.0,1,43,False,False,True,False,False
1,50,1,8,7.27,3,75,False,True,False,False,False
2,300,2,1,1.0,1,284,False,False,True,False,False
2,225,2,1,1.0,1,261,False,False,False,True,False
0,30,3,3,3.0,1,46,False,True,False,False,False
1,79,3,0,0.0,10,69,True,False,False,False,False
2,220,5,1,1.0,1,63,False,False,False,True,False
2,99,2,1,1.0,2,342,False,False,False,False,True
1,58,3,0,0.0,10,75,True,False,False,False,False
2,220,1,3,3.0,1,52,False,False,True,False,False
2,190,1,3,3.0,2,269,False,True,False,False,False
1,55,3,0,0.0,10,86,True,False,False,False,False
1,55,3,0,0.0,10,89,True,False,False,False,False
1,65,1,3,3.0,3,357,False,False,False,True,False
2,202,3,2,2.0,1,215,False,False,True,False,False
1,60,2,1,1.0,2,343,False,True,False,False,False
2,305,1,2,2.0,1,133,False,False,True,False,False
1,60,7,0,0.0,2,15,False,True,False,False,False
2,262,2,5,5.0,1,118,False,True,False,False,False
1,70,3,0,0.0,1,90,False,False,False,True,False
2,300,5,0,0.0,2,209,False,True,False,False,False
1,74,4,0,0.0,1,44,False,False,True,False,False
2,200,1,0,0.0,1,3,False,False,True,False,False
2,199,7,0,0.0,1,33,False,True,False,False,False
2,200,2,0,0.0,1,10,False,True,False,False,False
2,249,2,2,2.0,1,177,False,False,True,False,False
0,45,2,1,1.0,1,84,False,False,False,True,False
2,210,2,1,1.0,1,32,False,False,True,False,False
1,100,1,0,0.0,1,293,False,False,True,False,False
2,180,1,2,2.0,1,365,False,True,False,False,False
2,300,3,1,1.0,1,53,False,False,True,False,False
1,38,5,1,1.0,3,356,False,True,False,False,False
2,140,2,2,2.0,1,105,False,False,True,False,False
1,60,1,0,0.0,1,342,False,False,False,True,False
1,35,3,1,1.0,1,342,True,False,False,False,False
2,219,1,5,5.0,1,173,False,False,True,False,False
1,55,1,4,4.0,2,308,False,False,False,True,False
1,99,3,1,1.0,1,95,False,False,False,True,False
2,99,3,2,2.0,1,52,True,False,False,False,False
2,300,3,4,4.0,1,161,False,False,True,False,False
2,264,2,5,5.0,1,327,False,True,False,False,False
2,149,4,0,0.0,1,39,False,False,False,True,False
2,220,3,0,0.0,1,29,False,False,True,False,False
1,58,2,0,0.0,1,57,False,True,False,False,False
1,100,1,2,2.0,3,179,False,False,False,True,False
2,299,3,3,3.0,1,195,False,True,False,False,False
2,299,3,2,2.0,1,350,False,False,True,False,False
1,55,2,0,0.0,3,314,False,True,False,False,False
2,75,1,0,0.0,1,7,False,False,False,True,False
1,44,7,1,1.0,1,227,False,False,False,True,False
2,200,2,1,1.0,1,265,False,False,True,False,False
1,49,1,1,1.0,1,48,False,False,False,True,False
1,60,3,1,1.0,3,72,False,True,False,False,False
2,203,2,0,0.0,1,88,False,False,True,False,False
2,211,3,4,4.0,1,56,False,False,True,False,False
1,38,10,0,0.0,1,67,False,True,False,False,False
2,100,2,4,4.0,1,64,False,True,False,False,False
2,150,3,1,1.0,2,107,False,True,False,False,False
2,320,1,12,12.0,1,189,False,False,True,False,False
0,28,1,0,0.0,2,341,False,False,False,True,False
0,25,10,1,1.0,3,299,False,True,False,False,False
0,25,4,1,1.0,3,334,False,True,False,False,False
0,25,10,0,0.0,3,341,False,True,False,False,False
2,249,2,1,1.0,1,146,False,False,True,False,False
2,60,3,6,6.0,1,21,False,True,False,False,False
2,240,3,2,2.0,1,35,False,False,True,False,False
2,325,2,4,4.0,1,197,False,False,True,False,False
2,95,1,4,4.0,1,84,True,False,False,False,False
2,250,3,1,1.0,1,14,False,False,True,False,False
1,100,1,9,9.0,7,253,False,False,False,True,False
2,200,1,1,1.0,1,326,False,False,True,False,False
1,60,3,0,0.0,2,365,False,True,False,False,False
0,69,1,2,2.0,3,355,False,False,False,True,False
2,159,1,0,0.0,1,201,False,False,True,False,False
1,34,1,2,2.0,1,278,False,False,True,False,False
1,45,2,1,1.0,1,364,True,False,False,False,False
2,119,3,3,3.0,1,174,False,False,True,False,False
2,165,3,0,0.0,1,71,False,False,True,False,False
2,80,1,0,0.0,1,297,False,True,False,False,False
2,150,1,6,6.0,3,222,False,False,True,False,False
2,75,1,1,1.0,1,299,False,False,False,False,True
1,35,3,0,0.0,3,275,False,True,False,False,False
2,259,2,4,4.0,1,345,False,True,False,False,False
2,180,10,1,1.0,1,17,False,False,True,False,False
2,200,3,0,0.0,5,294,False,False,True,False,False
1,150,1,7,7.0,3,135,False,False,True,False,False
2,97,2,0,0.0,1,324,False,True,False,False,False
2,250,2,2,2.0,1,335,False,False,True,False,False
2,200,2,2,2.0,3,351,False,True,False,False,False
2,184,3,1,1.0,1,217,False,True,False,False,False
2,189,2,1,1.0,1,69,False,False,True,False,False
2,198,2,2,2.0,1,11,False,True,False,False,False
1,125,1,0,0.0,1,207,False,False,True,False,False
2,275,4,0,0.0,1,59,False,False,True,False,False
1,130,1,9,9.0,3,79,False,False,True,False,False
1,31,1,0,0.0,1,105,False,True,False,False,False
2,85,1,6,6.0,1,362,True,False,False,False,False
1,50,1,0,0.0,1,87,False,False,True,False,False
1,105,1,1,1.0,1,21,False,False,True,False,False
1,100,3,0,0.0,1,88,True,False,False,False,False
0,300,7,0,0.0,1,39,False,False,True,False,False
2,275,5,0,0.0,1,9,False,True,False,False,False
2,290,2,1,1.0,1,25,False,False,True,False,False
2,160,4,1,1.0,1,243,False,False,True,False,False
2,178,3,2,2.0,1,22,False,False,True,False,False
2,60,3,1,1.0,1,94,False,True,False,False,False
2,85,1,8,8.0,1,166,False,False,False,True,False
2,200,1,2,2.0,1,316,False,True,False,False,False
1,95,2,2,2.0,2,164,False,True,False,False,False
2,220,3,2,2.0,1,54,False,False,True,False,False
1,145,1,0,0.0,2,83,False,False,True,False,False
1,55,1,1,1.0,3,35,False,False,True,False,False
1,99,1,4,4.0,6,364,False,False,False,True,False
2,97,11,0,0.0,1,25,False,True,False,False,False
2,249,3,1,1.0,1,89,False,True,False,False,False
1,90,1,0,0.0,1,102,False,False,True,False,False
1,55,1,0,0.0,3,21,False,False,True,False,False
1,50,3,0,0.0,2,158,False,True,False,False,False
2,249,3,0,0.0,1,176,False,False,True,False,False
2,200,2,4,4.0,1,365,False,False,False,True,False
2,149,3,0,0.0,1,3,False,False,False,True,False
2,180,4,0,0.0,1,5,False,False,True,False,False
2,109,5,0,0.0,1,46,False,False,False,False,True
1,50,3,0,0.0,2,311,False,True,False,False,False
1,50,1,6,6.0,3,83,False,True,False,False,False
1,100,2,0,0.0,2,20,False,True,False,False,False
1,85,1,1,1.0,3,60,False,False,False,True,False
2,179,2,0,0.0,1,311,False,False,True,False,False
1,50,1,3,3.0,3,348,False,True,False,False,False
2,190,1,1,1.0,2,311,False,True,False,False,False
1,120,1,0,0.0,3,103,False,True,False,False,False
1,90,1,2,2.0,1,90,False,False,False,True,False
1,90,3,0,0.0,2,112,False,False,True,False,False
2,200,3,2,2.0,1,261,False,False,False,True,False
1,280,2,1,1.0,1,363,False,False,True,False,False
2,200,2,0,0.0,1,4,False,True,False,False,False
2,130,2,1,1.0,1,13,False,True,False,False,False
1,65,6,1,1.0,1,19,False,True,False,False,False
2,120,1,0,0.0,1,160,False,False,True,False,False
1,67,3,0,0.0,2,113,True,False,False,False,False
2,250,7,0,0.0,1,44,False,False,True,False,False
1,100,1,0,0.0,4,353,False,False,True,False,False
1,100,1,0,0.0,4,350,False,False,True,False,False
1,100,1,0,0.0,4,352,False,False,True,False,False
1,100,1,0,0.0,4,293,False,False,True,False,False
1,65,3,1,1.0,1,348,False,True,False,False,False
2,50,1,4,4.0,2,119,False,False,False,True,False
2,250,2,1,1.0,1,66,False,True,False,False,False
1,55,1,0,0.0,1,86,False,True,False,False,False
2,299,2,0,0.0,1,74,False,False,True,False,False
1,50,1,6,6.0,8,273,False,False,False,True,False
2,120,3,1,1.0,1,9,False,True,False,False,False
1,49,1,4,4.0,3,345,False,False,False,True,False
2,170,5,1,1.0,1,4,False,False,True,False,False
1,46,1,1,1.0,1,365,False,False,False,True,False
2,175,2,0,0.0,1,6,False,True,False,False,False
2,150,3,0,0.0,1,232,False,True,False,False,False
1,70,1,2,2.0,1,365,False,False,False,True,False
1,55,2,0,0.0,2,179,False,True,False,False,False
1,95,3,1,1.0,2,360,False,True,False,False,False
1,50,2,3,3.0,2,330,False,False,False,True,False
2,250,7,0,0.0,1,10,False,False,True,False,False
0,57,1,4,4.0,1,340,True,False,False,False,False
2,85,1,5,5.0,1,62,False,False,False,True,False
2,300,3,1,1.0,3,302,False,False,True,False,False
1,40,2,2,2.0,1,3,False,False,False,True,False
1,35,1,0,0.0,6,7,False,False,False,True,False
2,89,2,1,1.0,1,4,False,True,False,False,False
1,60,3,0,0.0,2,81,False,False,True,False,False
1,49,5,0,0.0,4,134,False,True,False,False,False
1,100,1,0,0.0,1,167,False,False,True,False,False
1,99,1,4,4.0,6,365,False,False,False,True,False
1,67,3,0,0.0,2,88,False,False,True,False,False
2,100,2,3,3.0,1,6,False,False,True,False,False
1,50,1,2,2.0,3,342,False,True,False,False,False
2,159,4,2,2.0,1,28,False,True,False,False,False
2,250,2,1,1.0,2,9,False,True,False,False,False
2,240,1,1,1.0,1,75,False,False,True,False,False
2,135,3,1,1.0,1,15,False,False,True,False,False
2,60,3,1,1.0,1,20,True,False,False,False,False
2,125,5,0,0.0,1,58,False,False,True,False,False
1,50,7,0,0.0,1,6,False,True,False,False,False
1,68,3,0,0.0,2,363,False,True,False,False,False
2,165,3,2,2.0,1,207,False,False,True,False,False
2,80,1,0,0.0,1,12,False,True,False,False,False
1,90,5,0,0.0,1,193,False,False,True,False,False
2,180,7,0,0.0,3,270,False,False,True,False,False
2,139,2,0,0.0,1,134,False,True,False,False,False
1,145,1,0,0.0,2,35,False,False,True,False,False
2,109,9,0,0.0,1,16,False,True,False,False,False
1,60,1,3,3.0,3,130,False,False,True,False,False
2,95,4,2,2.0,1,84,False,True,False,False,False
2,275,1,1,1.0,1,308,False,False,True,False,False
2,187,3,1,1.0,1,256,False,True,False,False,False
1,100,2,0,0.0,1,7,False,False,True,False,False
2,250,2,0,0.0,1,170,False,False,True,False,False
1,149,2,0,0.0,2,53,False,False,False,True,False
1,80,1,0,0.0,1,365,False,False,False,True,False
2,67,1,0,0.0,2,300,False,True,False,False,False
2,150,1,3,3.0,1,65,True,False,False,False,False
1,129,2,0,0.0,4,316,False,False,False,True,False
1,46,3,1,1.0,3,81,False,True,False,False,False
2,213,1,1,1.0,1,336,False,False,True,False,False
1,59,1,1,1.0,2,24,False,True,False,False,False
1,65,3,0,0.0,1,327,False,True,False,False,False
1,75,3,3,3.0,3,13,False,True,False,False,False
2,225,1,1,1.0,1,82,False,False,True,False,False
0,66,1,1,1.0,1,70,False,False,True,False,False
2,200,2,1,1.0,1,43,False,False,True,False,False
2,215,1,4,4.0,1,246,False,False,True,False,False
1,75,3,1,1.0,3,13,False,True,False,False,False
2,145,5,1,1.0,3,17,False,True,False,False,False
1,46,2,1,1.0,3,163,False,True,False,False,False
2,179,5,3,3.0,1,76,False,False,True,False,False
2,132,1,2,2.0,1,46,False,False,True,False,False
1,79,2,1,1.0,4,90,False,True,False,False,False
2,150,1,0,0.0,2,14,False,False,True,False,False
1,90,8,0,0.0,2,77,False,False,True,False,False
2,210,7,1,1.0,1,306,False,False,True,False,False
2,69,7,0,0.0,1,254,True,False,False,False,False
2,120,5,4,4.0,1,285,False,False,True,False,False
2,209,3,1,1.0,1,68,False,False,True,False,False
2,128,5,0,0.0,1,152,False,True,False,False,False
2,149,6,0,0.0,1,297,False,True,False,False,False
2,95,2,0,0.0,1,47,True,False,False,False,False
2,160,3,0,0.0,7,23,False,False,False,True,False
2,320,1,7,7.0,1,121,False,False,True,False,False
2,87,2,1,1.0,1,90,False,True,False,False,False
2,205,1,3,3.0,1,45,False,False,True,False,False
2,167,5,1,1.0,1,94,False,False,False,True,False
2,168,2,4,4.0,1,154,False,True,False,False,False
1,46,2,2,2.0,3,180,False,True,False,False,False
1,38,2,0,0.0,3,171,False,True,False,False,False
1,60,1,0,0.0,1,83,True,False,False,False,False
2,159,1,5,5.0,1,170,False,False,True,False,False
2,185,1,2,2.0,1,130,False,True,False,False,False
2,140,4,0,0.0,1,103,True,False,False,False,False
2,290,1,0,0.0,1,355,False,False,True,False,False
2,180,2,0,0.0,1,260,False,True,False,False,False
2,200,9,0,0.0,1,15,False,False,True,False,False
2,170,1,3,3.0,1,270,False,False,True,False,False
2,99,2,1,1.0,1,144,False,True,False,False,False
2,175,4,0,0.0,1,89,False,False,True,False,False
0,20,1,1,1.0,1,353,False,True,False,False,False
2,149,3,0,0.0,1,169,False,False,False,True,False
2,220,2,0,0.0,1,244,False,True,False,False,False
2,170,4,0,0.0,1,199,False,True,False,False,False
2,161,2,2,2.0,1,288,False,True,False,False,False
2,300,4,0,0.0,1,26,False,False,False,True,False
1,125,1,0,0.0,2,75,False,False,True,False,False
1,80,3,1,1.0,1,112,False,False,True,False,False
2,160,2,3,3.0,1,309,False,True,False,False,False
1,75,2,0,0.0,2,90,False,False,False,True,False
2,150,2,0,0.0,1,235,False,True,False,False,False
1,55,1,0,0.0,1,59,False,False,False,True,False
2,190,3,2,2.0,1,23,False,False,True,False,False
1,80,2,2,2.0,1,11,False,False,True,False,False
2,75,2,0,0.0,1,14,False,False,False,True,False
2,130,1,2,2.0,1,148,False,False,False,True,False
1,78,2,0,0.0,1,28,False,True,False,False,False
1,90,3,0,0.0,2,24,False,False,True,False,False
1,85,2,1,1.0,2,36,False,False,True,False,False
1,39,3,0,0.0,2,179,False,True,False,False,False
1,75,1,3,3.0,3,90,False,False,False,True,False
2,150,2,0,0.0,1,74,False,True,False,False,False
0,37,1,4,4.0,6,344,False,True,False,False,False
0,12,1,0,0.0,1,359,False,False,False,True,False
2,300,1,8,8.0,1,213,False,False,True,False,False
1,54,1,0,0.0,2,29,False,False,False,True,False
2,119,1,0,0.0,1,179,False,False,False,True,False
1,35,2,1,1.0,2,59,True,False,False,False,False
2,190,1,7,7.0,1,210,False,True,False,False,False
2,220,2,1,1.0,1,10,False,False,True,False,False
1,99,2,2,2.0,1,63,False,False,True,False,False
2,200,1,2,2.0,1,37,False,False,True,False,False
1,65,1,2,2.0,1,364,True,False,False,False,False
1,50,1,0,0.0,1,28,False,True,False,False,False
1,60,1,0,0.0,1,365,False,True,False,False,False
1,41,3,1,1.0,1,57,False,True,False,False,False
1,54,2,0,0.0,2,336,False,True,False,False,False
